Cas;Skutecna_Spotreba_kWh;Skutecny_AC_Vystup_kWh;Celkovy_Vykon_Panelu_W;Cista_Vyroba_Panelu_kWh;Aktualni_AC_Vystup_W;Vykon_Baterie_W;Baterie_SOC_%;Cena_EUR/MWh;Predpoved_FS_kWh;Doporucena_Akce;AC_vyroba_Dnes_kWh;Spotreba_Celkem_kWh;Akce_PuLP;Duvod_PuLP;Import_5min_kWh;Export_5min_kWh;Aktualni_import/export_W;Denni_Import_kWh;Denni_Export_kWh;Export_Celkem_kWh;Odhad_Spotreba_Modelu_kW;Simulovane_SOC_%
2026-03-26 18:15:00;0.06;;;;;;;;;;;10490.18;;;;;;;;;;
2026-03-26 18:20:00;0.04;;;;;;;;;;;10490.22;;;;;;;;;;
2026-03-26 18:25:00;0.13;;;;;;;;;;;10490.35;;;;;;;;;;
2026-03-26 18:30:00;0.18;;;;;;;;;;;10490.53;;;;;;;;;;
2026-03-26 18:35:00;0.06;;;;;;;;;;;10490.59;;;;;;;;;;
2026-03-26 18:40:00;0.06;;;;;;;;;;;10490.65;;;;;;;;;;
2026-03-26 18:45:00;0.04;;;;;;;;;;;10490.69;;;;;;;;;;
2026-03-26 18:50:00;0.05;;;;;;;;;;;10490.74;;;;;;;;;;
2026-03-26 18:55:00;0.13;;;;;;;;;;;10490.87;;;;;;;;;;
2026-03-26 19:00:00;0.1;;;;;;;;;;;10490.97;;;;;;;;;;
2026-03-26 19:05:00;0.1;;;;;;;;;;;10491.07;;;;;;;;;;
2026-03-26 19:10:00;0.08;;;;;;;;;;;10491.15;;;;;;;;;;
2026-03-26 19:15:00;0.09;;;;;;;;;;;10491.24;;;;;;;;;;
2026-03-26 19:20:00;0.1;;;;;;;;;;;10491.34;;;;;;;;;;
2026-03-26 19:25:00;0.11;;;;;;;;;;;10491.45;;;;;;;;;;
2026-03-26 19:30:00;0.1;;;;;;;;;;;10491.55;;;;;;;;;;
2026-03-26 19:35:00;0.09;;;;;;;;;;;10491.64;;;;;;;;;;
2026-03-26 19:40:00;0.09;;;;;;;;;;;10491.73;;;;;;;;;;
2026-03-26 19:45:00;0.12;;;;;;;;;;;10491.85;;;;;;;;;;
2026-03-26 19:50:00;0.09;;;;;;;;;;;10491.94;;;;;;;;;;
2026-03-26 19:55:00;0.1;;;;;;;;;;;10492.04;;;;;;;;;;
2026-03-26 20:00:00;0.09;;;;;;;;;;;10492.13;;;;;;;;;;
2026-03-26 20:05:00;0.1;;;;;;;;;;;10492.23;;;;;;;;;;
2026-03-26 20:10:00;0.13;;;;;;;;;;;10492.36;;;;;;;;;;
2026-03-26 20:15:00;0.11;;;;;;;;;;;10492.47;;;;;;;;;;
2026-03-26 20:20:00;0.1;;;;;;;;;;;10492.57;;;;;;;;;;
2026-03-26 20:25:00;0.1;;;;;;;;;;;10492.67;;;;;;;;;;
2026-03-26 20:30:00;0.14;;;;;;;;;;;10492.81;;;;;;;;;;
2026-03-26 20:35:00;0.1;;;;;;;;;;;10492.91;;;;;;;;;;
2026-03-26 20:40:00;0.11;;;;;;;;;;;10493.02;;;;;;;;;;
2026-03-26 20:45:00;0.11;;;;;;;;;;;10493.13;;;;;;;;;;
2026-03-26 20:50:00;0.1;;;;;;;;;;;10493.23;;;;;;;;;;
2026-03-26 20:55:00;0.13;;;;;;;;;;;10493.36;;;;;;;;;;
2026-03-26 21:00:00;0.11;;;;;;;;;;;10493.47;;;;;;;;;;
2026-03-26 21:05:00;0.11;;;;;;;;;;;10493.58;;;;;;;;;;
2026-03-26 21:10:00;0.11;;;;;;;;;;;10493.69;;;;;;;;;;
2026-03-26 21:15:00;0.14;;;;;;;;;;;10493.83;;;;;;;;;;
2026-03-26 21:20:00;0.05;;;;;;;;;;;10493.88;;;;;;;;;;
2026-03-26 21:25:00;0.02;;;;;;;;;;;10493.9;;;;;;;;;;
2026-03-26 21:30:00;0.02;;;;;;;;;;;10493.92;;;;;;;;;;
2026-03-26 21:35:00;0.01;;;;;;;;;;;10493.93;;;;;;;;;;
2026-03-26 21:40:00;0.04;;;;;;;;;;;10493.97;;;;;;;;;;
2026-03-26 21:45:00;0.02;;;;;;;;;;;10493.99;;;;;;;;;;
2026-03-26 21:50:00;0.03;;;;;;;;;;;10494.02;;;;;;;;;;
2026-03-26 21:55:00;0.04;;;;;;;;;;;10494.06;;;;;;;;;;
2026-03-26 22:00:00;0.03;;;;;;;;;;;10494.09;;;;;;;;;;
2026-03-26 22:05:00;0.03;;;;;;;;;;;10494.12;;;;;;;;;;
2026-03-26 22:10:00;0.03;;;;;;;;;;;10494.15;;;;;;;;;;
2026-03-26 22:15:00;0.03;;;;;;;;;;;10494.18;;;;;;;;;;
2026-03-26 22:20:00;0.03;;;;;;;;;;;10494.21;;;;;;;;;;
2026-03-26 22:25:00;0.03;;;;;;;;;;;10494.24;;;;;;;;;;
2026-03-26 22:30:00;0.03;;;;;;;;;;;10494.27;;;;;;;;;;
2026-03-26 22:35:00;0.03;;;;;;;;;;;10494.3;;;;;;;;;;
2026-03-26 22:40:00;0.03;;;;;;;;;;;10494.33;;;;;;;;;;
2026-03-26 22:45:00;0.02;;;;;;;;;;;10494.35;;;;;;;;;;
2026-03-26 22:50:00;0.02;;;;;;;;;;;10494.37;;;;;;;;;;
2026-03-26 22:55:00;0.03;;;;;;;;;;;10494.4;;;;;;;;;;
2026-03-26 23:00:00;0.01;;;;;;;;;;;10494.41;;;;;;;;;;
2026-03-26 23:05:00;0.01;;;;;;;;;;;10494.42;;;;;;;;;;
2026-03-26 23:10:00;0.01;;;;;;;;;;;10494.43;;;;;;;;;;
2026-03-26 23:15:00;0.01;;;;;;;;;;;10494.44;;;;;;;;;;
2026-03-26 23:20:00;0.02;;;;;;;;;;;10494.46;;;;;;;;;;
2026-03-26 23:25:00;0.01;;;;;;;;;;;10494.47;;;;;;;;;;
2026-03-26 23:30:00;0.01;;;;;;;;;;;10494.48;;;;;;;;;;
2026-03-26 23:35:00;0.01;;;;;;;;;;;10494.49;;;;;;;;;;
2026-03-26 23:40:00;0.0;;;;;;;;;;;10494.49;;;;;;;;;;
2026-03-26 23:45:00;0.02;;;;;;;;;;;10494.51;;;;;;;;;;
2026-03-26 23:50:00;0.01;;;;;;;;;;;10494.52;;;;;;;;;;
2026-03-26 23:55:00;0.01;;;;;;;;;;;10494.53;;;;;;;;;;
2026-03-27 00:00:00;0.01;;;;;;;;;;;10494.54;;;;;;;;;;
2026-03-27 00:05:00;0.02;;;;;;;;;;;10494.56;;;;;;;;;;
2026-03-27 00:10:00;0.01;;;;;;;;;;;10494.57;;;;;;;;;;
2026-03-27 00:15:00;0.01;;;;;;;;;;;10494.58;;;;;;;;;;
2026-03-27 00:20:00;0.01;;;;;;;;;;;10494.59;;;;;;;;;;
2026-03-27 00:25:00;0.01;;;;;;;;;;;10494.6;;;;;;;;;;
2026-03-27 00:30:00;0.01;;;;;;;;;;;10494.61;;;;;;;;;;
2026-03-27 00:35:00;0.0;;;;;;;;;;;10494.61;;;;;;;;;;
2026-03-27 00:40:00;0.01;;;;;;;;;;;10494.62;;;;;;;;;;
2026-03-27 00:45:00;0.02;;;;;;;;;;;10494.64;;;;;;;;;;
2026-03-27 00:50:00;0.01;;;;;;;;;;;10494.65;;;;;;;;;;
2026-03-27 00:55:00;0.02;;;;;;;;;;;10494.67;;;;;;;;;;
2026-03-27 01:00:00;0.01;;;;;;;;;;;10494.68;;;;;;;;;;
2026-03-27 01:05:00;0.01;;;;;;;;;;;10494.69;;;;;;;;;;
2026-03-27 01:10:00;0.01;;;;;;;;;;;10494.7;;;;;;;;;;
2026-03-27 01:15:00;0.02;;;;;;;;;;;10494.72;;;;;;;;;;
2026-03-27 01:20:00;0.02;;;;;;;;;;;10494.74;;;;;;;;;;
2026-03-27 01:25:00;0.02;;;;;;;;;;;10494.76;;;;;;;;;;
2026-03-27 01:30:00;0.02;;;;;;;;;;;10494.78;;;;;;;;;;
2026-03-27 01:35:00;0.02;;;;;;;;;;;10494.8;;;;;;;;;;
2026-03-27 01:40:00;0.03;;;;;;;;;;;10494.83;;;;;;;;;;
2026-03-27 01:45:00;0.02;;;;;;;;;;;10494.85;;;;;;;;;;
2026-03-27 01:50:00;0.02;;;;;;;;;;;10494.87;;;;;;;;;;
2026-03-27 01:55:00;0.0;;;;;;;;;;;10494.87;;;;;;;;;;
2026-03-27 02:00:00;0.01;;;;;;;;;;;10494.88;;;;;;;;;;
2026-03-27 02:05:00;0.0;;;;;;;;;;;10494.88;;;;;;;;;;
2026-03-27 02:10:00;0.01;;;;;;;;;;;10494.89;;;;;;;;;;
2026-03-27 02:15:00;0.01;;;;;;;;;;;10494.9;;;;;;;;;;
2026-03-27 02:20:00;0.0;;;;;;;;;;;10494.9;;;;;;;;;;
2026-03-27 02:25:00;0.0;;;;;;;;;;;10494.9;;;;;;;;;;
2026-03-27 02:30:00;0.02;;;;;;;;;;;10494.92;;;;;;;;;;
2026-03-27 02:35:00;0.03;;;;;;;;;;;10494.95;;;;;;;;;;
2026-03-27 02:40:00;0.01;;;;;;;;;;;10494.96;;;;;;;;;;
2026-03-27 02:45:00;0.01;;;;;;;;;;;10494.97;;;;;;;;;;
2026-03-27 02:50:00;0.02;;;;;;;;;;;10494.99;;;;;;;;;;
2026-03-27 02:55:00;0.01;;;;;;;;;;;10495.0;;;;;;;;;;
2026-03-27 03:00:00;0.02;;;;;;;;;;;10495.02;;;;;;;;;;
2026-03-27 03:05:00;0.03;;;;;;;;;;;10495.05;;;;;;;;;;
2026-03-27 03:10:00;0.02;;;;;;;;;;;10495.07;;;;;;;;;;
2026-03-27 03:15:00;0.03;;;;;;;;;;;10495.1;;;;;;;;;;
2026-03-27 03:20:00;0.03;;;;;;;;;;;10495.13;;;;;;;;;;
2026-03-27 03:25:00;0.03;;;;;;;;;;;10495.16;;;;;;;;;;
2026-03-27 03:30:00;0.02;;;;;;;;;;;10495.18;;;;;;;;;;
2026-03-27 03:35:00;0.02;;;;;;;;;;;10495.2;;;;;;;;;;
2026-03-27 03:40:00;0.21;;;;;;;;;;;10495.41;;;;;;;;;;
2026-03-27 03:45:00;0.22;;;;;;;;;;;10495.63;;;;;;;;;;
2026-03-27 03:50:00;0.02;;;;;;;;;;;10495.65;;;;;;;;;;
2026-03-27 03:55:00;0.02;;;;;;;;;;;10495.67;;;;;;;;;;
2026-03-27 04:00:00;0.02;;;;;;;;;;;10495.69;;;;;;;;;;
2026-03-27 04:05:00;0.03;;;;;;;;;;;10495.72;;;;;;;;;;
2026-03-27 04:10:00;0.02;;;;;;;;;;;10495.74;;;;;;;;;;
2026-03-27 04:15:00;0.02;;;;;;;;;;;10495.76;;;;;;;;;;
2026-03-27 04:20:00;0.02;;;;;;;;;;;10495.78;;;;;;;;;;
2026-03-27 04:25:00;0.01;;;;;;;;;;;10495.79;;;;;;;;;;
2026-03-27 04:30:00;0.02;;;;;;;;;;;10495.81;;;;;;;;;;
2026-03-27 04:35:00;0.01;;;;;;;;;;;10495.82;;;;;;;;;;
2026-03-27 04:40:00;0.01;;;;;;;;;;;10495.83;;;;;;;;;;
2026-03-27 04:45:00;0.02;;;;;;;;;;;10495.85;;;;;;;;;;
2026-03-27 04:50:00;0.02;;;;;;;;;;;10495.87;;;;;;;;;;
2026-03-27 04:55:00;0.02;;;;;;;;;;;10495.89;;;;;;;;;;
2026-03-27 05:00:00;0.02;;;;;;;;;;;10495.91;;;;;;;;;;
2026-03-27 05:05:00;0.02;;;;;;;;;;;10495.93;;;;;;;;;;
2026-03-27 05:10:00;0.01;;;;;;;;;;;10495.94;;;;;;;;;;
2026-03-27 05:15:00;0.01;;;;;;;;;;;10495.95;;;;;;;;;;
2026-03-27 05:20:00;0.01;;;;;;;;;;;10495.96;;;;;;;;;;
2026-03-27 05:25:00;0.01;;;;;;;;;;;10495.97;;;;;;;;;;
2026-03-27 05:30:00;0.01;;;;;;;;;;;10495.98;;;;;;;;;;
2026-03-27 05:35:00;0.0;;;;;;;;;;;10495.98;;;;;;;;;;
2026-03-27 05:40:00;0.02;;;;;;;;;;;10496.0;;;;;;;;;;
2026-03-27 05:45:00;0.02;;;;;;;;;;;10496.02;;;;;;;;;;
2026-03-27 05:50:00;0.01;;;;;;;;;;;10496.03;;;;;;;;;;
2026-03-27 05:55:00;0.01;;;;;;;;;;;10496.04;;;;;;;;;;
2026-03-27 06:00:00;0.0;;;;;;;;;;;10496.04;;;;;;;;;;
2026-03-27 06:05:00;0.01;;;;;;;;;;;10496.05;;;;;;;;;;
2026-03-27 06:10:00;0.01;;;;;;;;;;;10496.06;;;;;;;;;;
2026-03-27 06:15:00;0.0;;;;;;;;;;;10496.06;;;;;;;;;;
2026-03-27 06:20:00;0.01;;;;;;;;;;;10496.07;;;;;;;;;;
2026-03-27 06:25:00;0.01;;;;;;;;;;;10496.08;;;;;;;;;;
2026-03-27 06:30:00;0.02;;;;;;;;;;;10496.1;;;;;;;;;;
2026-03-27 06:35:00;0.01;;;;;;;;;;;10496.11;;;;;;;;;;
2026-03-27 06:40:00;0.0;;;;;;;;;;;10496.11;;;;;;;;;;
2026-03-27 06:45:00;0.05;;;;;;;;;;;10496.16;;;;;;;;;;
2026-03-27 06:50:00;0.1;;;;;;;;;;;10496.26;;;;;;;;;;
2026-03-27 06:55:00;0.11;;;;;;;;;;;10496.37;;;;;;;;;;
2026-03-27 07:00:00;0.09;;;;;;;;;;;10496.46;;;;;;;;;;
2026-03-27 07:05:00;0.02;;;;;;;;;;;10496.48;;;;;;;;;;
2026-03-27 07:10:00;0.0;;;;;;;;;;;10496.48;;;;;;;;;;
2026-03-27 07:15:00;0.01;;;;;;;;;;;10496.49;;;;;;;;;;
2026-03-27 07:20:00;0.0;;;;;;;;;;;10496.49;;;;;;;;;;
2026-03-27 07:25:00;0.0;;;;;;;;;;;10496.49;;;;;;;;;;
2026-03-27 07:30:00;0.0;;;;;;;;;;;10496.49;;;;;;;;;;
2026-03-27 07:35:00;0.04;;;;;;;;;;;10496.53;;;;;;;;;;
2026-03-27 07:40:00;0.03;;;;;;;;;;;10496.56;;;;;;;;;;
2026-03-27 07:45:00;0.0;;;;;;;;;;;10496.56;;;;;;;;;;
2026-03-27 07:50:00;0.0;;;;;;;;;;;10496.56;;;;;;;;;;
2026-03-27 07:55:00;0.0;;;;;;;;;;;10496.56;;;;;;;;;;
2026-03-27 08:00:00;0.01;;;;;;;;;;;10496.57;;;;;;;;;;
2026-03-27 08:05:00;0.0;;;;;;;;;;;10496.57;;;;;;;;;;
2026-03-27 08:10:00;0.0;;;;;;;;;;;10496.57;;;;;;;;;;
2026-03-27 08:15:00;0.0;;;;;;;;;;;10496.57;;;;;;;;;;
2026-03-27 08:20:00;0.0;;;;;;;;;;;10496.57;;;;;;;;;;
2026-03-27 08:25:00;0.0;;;;;;;;;;;10496.57;;;;;;;;;;
2026-03-27 08:30:00;0.0;;;;;;;;;;;10496.57;;;;;;;;;;
2026-03-27 08:35:00;0.01;;;;;;;;;;;10496.58;;;;;;;;;;
2026-03-27 08:40:00;0.0;;;;;;;;;;;10496.58;;;;;;;;;;
2026-03-27 08:45:00;0.0;;;;;;;;;;;10496.58;;;;;;;;;;
2026-03-27 08:50:00;0.05;;;;;;;;;;;10496.63;;;;;;;;;;
2026-03-27 08:55:00;0.51;;;;;;;;;;;10497.14;;;;;;;;;;
2026-03-27 09:00:00;0.44;;;;;;;;;;;10497.58;;;;;;;;;;
2026-03-27 09:05:00;0.43;;;;;;;;;;;10498.01;;;;;;;;;;
2026-03-27 09:10:00;0.38;;;;;;;;;;;10498.39;;;;;;;;;;
2026-03-27 09:15:00;0.37;;;;;;;;;;;10498.76;;;;;;;;;;
2026-03-27 09:20:00;0.45;;;;;;;;;;;10499.21;;;;;;;;;;
2026-03-27 09:25:00;0.45;;;;;;;;;;;10499.66;;;;;;;;;;
2026-03-27 09:30:00;0.35;;;;;;;;;;;10500.01;;;;;;;;;;
2026-03-27 09:35:00;0.29;;;;;;;;;;;10500.3;;;;;;;;;;
2026-03-27 09:40:00;0.2;;;;;;;;;;;10500.5;;;;;;;;;;
2026-03-27 09:45:00;0.13;;;;;;;;;;;10500.63;;;;;;;;;;
2026-03-27 09:50:00;0.12;;;;;;;;;;;10500.75;;;;;;;;;;
2026-03-27 09:55:00;0.14;;;;;;;;;;;10500.89;;;;;;;;;;
2026-03-27 10:00:00;0.11;;;;;;;;;;;10501.0;;;;;;;;;;
2026-03-27 10:05:00;0.11;;;;;;;;;;;10501.11;;;;;;;;;;
2026-03-27 10:10:00;0.12;;;;;;;;;;;10501.23;;;;;;;;;;
2026-03-27 10:15:00;0.13;;;;;;;;;;;10501.36;;;;;;;;;;
2026-03-27 10:20:00;0.11;;;;;;;;;;;10501.47;;;;;;;;;;
2026-03-27 10:25:00;0.11;;;;;;;;;;;10501.58;;;;;;;;;;
2026-03-27 10:30:00;0.12;;;;;;;;;;;10501.7;;;;;;;;;;
2026-03-27 10:35:00;0.09;;;;;;;;;;;10501.79;;;;;;;;;;
2026-03-27 10:40:00;0.0;;;;;;;;;;;10501.79;;;;;;;;;;
2026-03-27 10:45:00;0.13;;;;;;;;;;;10501.92;;;;;;;;;;
2026-03-27 10:50:00;0.13;;;;;;;;;;;10502.05;;;;;;;;;;
2026-03-27 10:55:00;0.08;;;;;;;;;;;10502.13;;;;;;;;;;
2026-03-27 11:00:00;0.21;;;;;;;;;;;10502.34;;;;;;;;;;
2026-03-27 11:05:00;0.21;;;;;;;;;;;10502.55;;;;;;;;;;
2026-03-27 11:10:00;0.22;;;;;;;;;;;10502.77;;;;;;;;;;
2026-03-27 11:15:00;0.21;;;;;;;;;;;10502.98;;;;;;;;;;
2026-03-27 11:20:00;0.24;;;;;;;;;;;10503.22;;;;;;;;;;
2026-03-27 11:25:00;0.22;;;;;;;;;;;10503.44;;;;;;;;;;
2026-03-27 11:30:00;0.18;;;;;;;;;;;10503.62;;;;;;;;;;
2026-03-27 11:35:00;0.26;;;;;;;;;;;10503.88;;;;;;;;;;
2026-03-27 11:40:00;0.36;;;;;;;;;;;10504.24;;;;;;;;;;
2026-03-27 11:45:00;0.35;;;;;;;;;;;10504.59;;;;;;;;;;
2026-03-27 11:50:00;0.25;;;;;;;;;;;10504.84;;;;;;;;;;
2026-03-27 11:55:00;0.16;;;;;;;;;;;10505.0;;;;;;;;;;
2026-03-27 12:00:00;0.07;;;;;;;;;;;10505.07;;;;;;;;;;
2026-03-27 12:05:00;0.0;;;;;;;;;;;10505.07;;;;;;;;;;
2026-03-27 12:10:00;0.01;;;;;;;;;;;10505.08;;;;;;;;;;
2026-03-27 12:15:00;0.0;;;;;;;;;;;10505.08;;;;;;;;;;
2026-03-27 12:20:00;0.0;;;;;;;;;;;10505.08;;;;;;;;;;
2026-03-27 12:25:00;0.0;;;;;;;;;;;10505.08;;;;;;;;;;
2026-03-27 12:30:00;0.06;;;;;;;;;;;10505.14;;;;;;;;;;
2026-03-27 12:35:00;0.13;;;;;;;;;;;10505.27;;;;;;;;;;
2026-03-27 12:40:00;0.13;;;;;;;;;;;10505.4;;;;;;;;;;
2026-03-27 12:45:00;0.11;;;;;;;;;;;10505.51;;;;;;;;;;
2026-03-27 12:50:00;0.03;;;;;;;;;;;10505.54;;;;;;;;;;
2026-03-27 12:55:00;0.08;;;;;;;;;;;10505.62;;;;;;;;;;
2026-03-27 13:00:00;0.05;;;;;;;;;;;10505.67;;;;;;;;;;
2026-03-27 13:05:00;0.12;;;;;;;;;;;10505.79;;;;;;;;;;
2026-03-27 13:10:00;0.18;;;;;;;;;;;10505.97;;;;;;;;;;
2026-03-27 13:15:00;0.28;;;;;;;;;;;10506.25;;;;;;;;;;
2026-03-27 13:20:00;0.26;;;;;;;;;;;10506.51;;;;;;;;;;
2026-03-27 13:25:00;0.15;;;;;;;;;;;10506.66;;;;;;;;;;
2026-03-27 13:30:00;0.14;;;;;;;;;;;10506.8;;;;;;;;;;
2026-03-27 13:35:00;0.19;;;;;;;;;;;10506.99;;;;;;;;;;
2026-03-27 13:40:00;0.18;;;;;;;;;;;10507.17;;;;;;;;;;
2026-03-27 13:45:00;0.17;;;;;;;;;;;10507.34;;;;;;;;;;
2026-03-27 13:50:00;0.06;;;;;;;;;;;10507.4;;;;;;;;;;
2026-03-27 13:55:00;0.01;;;;;;;;;;;10507.41;;;;;;;;;;
2026-03-27 14:00:00;0.01;;;;;;;;;;;10507.42;;;;;;;;;;
2026-03-27 14:05:00;0.14;;;;;;;;;;;10507.56;;;;;;;;;;
2026-03-27 14:10:00;0.19;;;;;;;;;;;10507.75;;;;;;;;;;
2026-03-27 14:15:00;0.16;;;;;;;;;;;10507.91;;;;;;;;;;
2026-03-27 14:20:00;0.17;;;;;;;;;;;10508.08;;;;;;;;;;
2026-03-27 14:25:00;0.16;;;;;;;;;;;10508.24;;;;;;;;;;
2026-03-27 14:30:00;0.12;;;;;;;;;;;10508.36;;;;;;;;;;
2026-03-27 14:35:00;0.11;;;;;;;;;;;10508.47;;;;;;;;;;
2026-03-27 14:40:00;0.26;;;;;;;;;;;10508.73;;;;;;;;;;
2026-03-27 14:45:00;0.32;;;;;;;;;;;10509.05;;;;;;;;;;
2026-03-27 14:50:00;0.22;;;;;;;;;;;10509.27;;;;;;;;;;
2026-03-27 14:55:00;0.26;;;;;;;;;;;10509.53;;;;;;;;;;
2026-03-27 15:00:00;0.21;;;;;;;;;;;10509.74;;;;;;;;;;
2026-03-27 15:04:00;0.11;;;;;;;;;;;10509.85;;;;;;;;;;
2026-03-27 15:05:00;0.0;;;;;;;;;;;10509.85;;;;;;;;;;
2026-03-27 15:10:00;0.09;;;;;;;;;;;10509.94;;;;;;;;;;
2026-03-27 15:15:00;0.08;;;;;;;;;;;10510.02;;;;;;;;;;
2026-03-27 15:20:00;0.08;;;;;;;;;;;10510.1;;;;;;;;;;
2026-03-27 15:25:00;0.09;;;;;;;;;;;10510.19;;;;;;;;;;
2026-03-27 15:31:00;0.0;;;;;;;;;;;10510.19;;;;;;;;;;
2026-03-27 15:35:00;0.0;;;;;;;;;;;10510.19;;;;;;;;;;
2026-03-27 15:40:00;0.0;;;;;;;;;;;10510.19;;;;;;;;;;
2026-03-27 15:45:00;0.0;;;;;;;;;;;10510.19;;;;;;;;;;
2026-03-27 15:50:00;0.01;;;;;;;;;;;10510.2;;;;;;;;;;
2026-03-27 15:55:00;0.0;;;;;;;;;;;10510.2;;;;;;;;;;
2026-03-27 16:00:00;0.01;;;;;;;;;;;10510.21;;;;;;;;;;
2026-03-27 16:05:00;0.0;;;;;;;;;;;10510.21;;;;;;;;;;
2026-03-27 16:10:00;0.0;;;;;;;;;;;10510.21;;;;;;;;;;
2026-03-27 16:15:00;0.0;;;;;;;;;;;10510.21;;;;;;;;;;
2026-03-27 16:20:00;0.0;;;;;;;;;;;10510.21;;;;;;;;;;
2026-03-27 16:25:00;0.0;;;;;;;;;;;10510.21;;;;;;;;;;
2026-03-27 16:30:00;0.01;;;;;;;;;;;10510.22;;;;;;;;;;
2026-03-27 16:35:00;0.0;;;;;;;;;;;10510.22;;;;;;;;;;
2026-03-27 16:40:00;0.01;;;;;;;;;;;10510.23;;;;;;;;;;
2026-03-27 16:45:00;0.01;;;;;;;;;;;10510.24;;;;;;;;;;
2026-03-27 16:50:00;0.0;;;;;;;;;;;10510.24;;;;;;;;;;
2026-03-27 16:55:00;0.01;;;;;;;;;;;10510.25;;;;;;;;;;
2026-03-27 17:00:00;0.01;;;;;;;;;;;10510.26;;;;;;;;;;
2026-03-27 17:05:00;0.02;;;;;;;;;;;10510.28;;;;;;;;;;
2026-03-27 17:10:00;0.01;;;;;;;;;;;10510.29;;;;;;;;;;
2026-03-27 17:15:00;0.02;;;;;;;;;;;10510.31;;;;;;;;;;
2026-03-27 17:20:00;0.02;;;;;;;;;;;10510.33;;;;;;;;;;
2026-03-27 17:25:00;0.03;;;;;;;;;;;10510.36;;;;;;;;;;
2026-03-27 17:30:00;0.03;;;;;;;;;;;10510.39;;;;;;;;;;
2026-03-27 17:35:00;0.02;;;;;;;;;;;10510.41;;;;;;;;;;
2026-03-27 17:40:00;0.03;;;;;;;;;;;10510.44;;;;;;;;;;
2026-03-27 17:45:00;0.02;;;;;;;;;;;10510.46;;;;;;;;;;
2026-03-27 17:50:00;0.07;;;;;;;;;;;10510.53;;;;;;;;;;
2026-03-30 19:44:00;70.67;;;;;;;;;;;10581.2;;;;;;;;;;
2026-03-30 19:45:00;0.0;;;;;;;;;;;10581.2;;;;;;;;;;
2026-03-30 19:50:00;0.0;;;;;;;;;;;10581.2;;;;;;;;;;
2026-03-30 19:55:00;0.0;;;;;;;;;;;10581.2;;;;;;;;;;
2026-03-30 20:00:00;0.01;;;;;;;;;;;10581.21;;;;;;;;;;
2026-03-30 20:05:00;0.0;;;;;;;;;;;10581.21;;;;;;;;;;
2026-03-30 20:10:00;0.0;;;;;;;;;;;10581.21;;;;;;;;;;
2026-03-30 20:15:00;0.0;;;;;;;;;;;10581.21;;;;;;;;;;
2026-03-30 20:20:00;0.01;;;;;;;;;;;10581.22;;;;;;;;;;
2026-03-30 20:25:00;0.0;;;;;;;;;;;10581.22;;;;;;;;;;
2026-03-30 20:30:00;0.0;;;;;;;;;;;10581.22;;;;;;;;;;
2026-03-30 20:35:00;0.0;;;;;;;;;;;10581.22;;;;;;;;;;
2026-03-30 20:40:00;0.0;;;;;;;;;;;10581.22;;;;;;;;;;
2026-03-30 20:45:00;0.0;;;;;;;;;;;10581.22;;;;;;;;;;
2026-03-30 20:50:00;0.0;;;;;;;;;;;10581.22;;;;;;;;;;
2026-03-30 20:55:00;0.01;;;;;;;;;;;10581.23;;;;;;;;;;
2026-03-30 21:00:00;0.0;;;;;;;;;;;10581.23;;;;;;;;;;
2026-03-30 21:05:00;0.0;;;;;;;;;;;10581.23;;;;;;;;;;
2026-03-30 21:10:00;0.01;;;;;;;;;;;10581.24;;;;;;;;;;
2026-03-30 21:15:00;0.09;;;;;;;;;;;10581.33;;;;;;;;;;
2026-03-30 21:20:00;0.09;;;;;;;;;;;10581.42;;;;;;;;;;
2026-03-30 21:25:00;0.09;;;;;;;;;;;10581.51;;;;;;;;;;
2026-03-30 21:30:00;0.1;;;;;;;;;;;10581.61;;;;;;;;;;
2026-03-30 21:35:00;0.09;;;;;;;;;;;10581.7;;;;;;;;;;
2026-03-30 21:40:00;0.08;;;;;;;;;;;10581.78;;;;;;;;;;
2026-03-30 21:45:00;0.1;;;;;;;;;;;10581.88;;;;;;;;;;
2026-03-30 21:50:00;0.1;;;;;;;;;;;10581.98;;;;;;;;;;
2026-03-30 21:55:00;0.12;;;;;;;;;;;10582.1;;;;;;;;;;
2026-03-30 22:00:00;0.11;;;;;;;;;;;10582.21;;;;;;;;;;
2026-03-30 22:05:00;0.11;;;;;;;;;;;10582.32;;;;;;;;;;
2026-03-30 22:10:00;0.25;;;;;;;;;;;10582.57;;;;;;;;;;
2026-03-30 22:15:00;0.28;;;;;;;;;;;10582.85;;;;;;;;;;
2026-03-30 22:20:00;0.25;;;;;;;;;;;10583.1;;;;;;;;;;
2026-03-30 22:25:00;0.25;;;;;;;;;;;10583.35;;;;;;;;;;
2026-03-30 22:30:00;0.25;;;;;;;;;;;10583.6;;;;;;;;;;
2026-03-30 22:35:00;0.31;;;;;;;;;;;10583.91;;;;;;;;;;
2026-03-30 22:40:00;0.27;;;;;;;;;;;10584.18;;;;;;;;;;
2026-03-30 22:45:00;0.28;;;;;;;;;;;10584.46;;;;;;;;;;
2026-03-30 22:50:00;0.28;;;;;;;;;;;10584.74;;;;;;;;;;
2026-03-30 22:55:00;0.27;;;;;;;;;;;10585.01;;;;;;;;;;
2026-03-30 23:00:00;0.13;;;;;;;;;;;10585.14;;;;;;;;;;
